ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1043585-20250316,3008241,202452,1,"GOLD COAST, INC.",LAKE SHORE GROCERIES,900 N LAKE SHORE DR,CHICAGO,IL,60611,2,5,2-5,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1043585,RENEW,,01/15/2025,02/18/2025,N,03/16/2025,03/15/2027,02/18/2025,02/19/2025,AAI,,,41.899280991,-87.618894512,POINT (-87.61889451230181 41.899280990919685)
2341999-20250316,3009223,391866,1,"PUNT & PLUME, LLC",PUNT & PLUME,1324 W WRIGHTWOOD AVE 1,CHICAGO,IL,60614,32,39,32-39,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2341999,RENEW,,01/15/2025,03/10/2025,N,03/16/2025,03/15/2027,03/10/2025,05/21/2025,AAI,,,41.928980222,-87.662091508,POINT (-87.66209150792767 41.92898022186883)
1739261-20250316,3008728,307041,1,MCCLURG CORPORATION,7- ELEVEN,600 N MCCLURG CT,CHICAGO,IL,60611,2,2,2-2,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1739261,RENEW,,01/15/2025,01/16/2025,N,03/16/2025,03/15/2027,01/16/2025,01/17/2025,AAI,,,41.89267922,-87.617863712,POINT (-87.61786371164598 41.89267922007347)
2163007-20250316,3009039,368478,2,MALGO CORPORATION,GO! GROCER,2930 N SHERIDAN RD 1,CHICAGO,IL,60657,44,24,44-24,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2163007,RENEW,,01/15/2025,01/15/2025,N,03/16/2025,03/15/2027,01/15/2025,01/16/2025,AAI,,,41.935293499,-87.639535462,POINT (-87.63953546157597 41.9352934991878)
2364164-20250316,3007376,4154,20,"MARRIOTT HOTEL SERVICES, LLC","MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE LOBBY,CHICAGO,IL,60611,42,48,42-48,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2364164,RENEW,,01/15/2025,03/14/2025,N,03/16/2025,03/15/2027,03/14/2025,03/14/2025,AAI,,,41.892140784,-87.624312784,POINT (-87.62431278442189 41.892140783720365)
52403-20250316,3007989,64543,4,GOLD STANDARD ENTERPRISES INC.,GOLD STANDARD/BINNYS,3000 N CLARK ST MAIN,CHICAGO,IL,60657,44,6,44-6,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,52403,RENEW,,01/15/2025,02/20/2025,N,03/16/2025,03/15/2027,02/20/2025,03/13/2025,AAI,,8,41.936440325,-87.648006212,POINT (-87.64800621163047 41.93644032536815)
1493707-20250316,3008120,85368,3,COURTYARD MANAGEMENT LLC,Courtyard By Marriott/Gladsome's on State,12 E HUBBARD ST,CHICAGO,IL,60611,42,55,42-55,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1493707,RENEW,,01/15/2025,03/14/2025,N,03/16/2025,03/15/2027,03/14/2025,03/14/2025,AAI,,,41.890183364,-87.627512232,POINT (-87.62751223183574 41.890183364036254)
2452253-20250316,3009364,404550,1,"JALARAM FOODS AND LIQUOR, INC.",BRISTOL DELI & LIQUOR,3084-3086 N MILWAUKEE AVE,CHICAGO,IL,60618,31,25,31-25,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2452253,RENEW,,01/15/2025,02/06/2025,N,03/16/2025,03/15/2027,02/06/2025,02/07/2025,AAI,,,41.937109113,-87.72082349,POINT (-87.72082349029948 41.937109112504686)
2060783-20250316,3008950,357202,1,JASSI K S INC.,7-ELEVEN,5953 W 63RD ST 1,CHICAGO,IL,60638,13,45,13-45,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2060783,RENEW,,01/15/2025,02/18/2025,N,03/16/2025,03/15/2027,02/18/2025,02/19/2025,AAI,,,41.777757539,-87.771193968,POINT (-87.77119396819958 41.77775753872336)
2977085-20250221,2977085,505722,1,"G&S SUPERMARKET, INC.",G&S SUPERMARKET,5012 N SHERIDAN RD 1 1,CHICAGO,IL,60640,48,21,48-21,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2977085,ISSUE,06/18/2024,01/15/2025,12/09/2024,N,02/21/2025,03/15/2027,02/21/2025,02/21/2025,AAI,,34,41.973714739,-87.655086084,POINT (-87.65508608389217 41.9737147387465)
2689370-20250316,3009784,456868,1,SHOBHNA INC.,FOOD STOP,3734 W LAWRENCE AVE,CHICAGO,IL,60625,33,29,33-29,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2689370,RENEW,,01/15/2025,01/25/2025,N,03/16/2025,03/15/2027,01/25/2025,01/27/2025,AAI,,,41.968416725,-87.722059719,POINT (-87.7220597187097 41.96841672465387)
2391057-20250316,3008564,279209,1,"RUSH ONTARIO, LLC",AC MARRIOTT CHICAGO DOWNTOWN,630 N RUSH ST,CHICAGO,IL,60611,42,22,42-22,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2391057,RENEW,,01/15/2025,01/28/2025,N,03/16/2025,03/15/2027,01/28/2025,01/29/2025,AAI,,,41.893352438,-87.625566988,POINT (-87.62556698832533 41.89335243769719)
1648584-20250316,3008130,85470,2,WOMAN'S ATHLETIC CLUB OF CHICAGO,WOMAN'S ATHLETIC CLUB OF CHICAGO,626 N MICHIGAN AVE LL-7,CHICAGO,IL,60611,42,22,42-22,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1648584,RENEW,,01/15/2025,02/25/2025,N,03/16/2025,03/15/2027,02/25/2025,02/26/2025,AAI,,,41.893372214,-87.624361418,POINT (-87.62436141849743 41.89337221428383)
2840274-20250316,3008143,85694,4,THE NEIMAN MARCUS GROUP LLC,NEIMAN MARCUS,737 N MICHIGAN AVE 4,CHICAGO,IL,60611,2,10,2-10,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2840274,RENEW,,01/15/2025,02/21/2025,N,03/16/2025,03/15/2027,02/21/2025,02/24/2025,AAI,,,41.89603605,-87.624131033,POINT (-87.62413103273497 41.89603605011911)
2797490-20250316,3009616,427167,2,ME WENTWORTH LLC,ME WENTWORTH LLC,2325-2359 S WENTWORTH AVE 1-4,CHICAGO,IL,60616,11,6,11-6,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2797490,RENEW,,01/15/2025,02/25/2025,N,03/16/2025,03/15/2027,02/25/2025,02/26/2025,AAI,,,41.850232454,-87.631810876,POINT (-87.63181087624936 41.85023245440112)
2279269-20250316,3008000,64543,11,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,1720-1780 N MARCEY ST,CHICAGO,IL,60614,32,51,32-51,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2279269,RENEW,,01/15/2025,02/20/2025,N,03/16/2025,03/15/2027,02/20/2025,03/13/2025,AAI,,,41.91346823,-87.655032205,POINT (-87.65503220481568 41.913468230167666)
52406-20250316,3007991,64543,5,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,213 W GRAND AVE 1ST #,CHICAGO,IL,60610,42,14,42-14,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,52406,RENEW,,01/15/2025,02/20/2025,N,03/16/2025,03/15/2027,02/20/2025,03/13/2025,AAI,,,41.891470669,-87.634649875,POINT (-87.63464987539722 41.89147066871027)
2443347-20250316,3008002,64543,12,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,4901 W IRVING PARK RD,CHICAGO,IL,60641,45,28,45-28,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2443347,RENEW,,01/15/2025,02/20/2025,N,03/16/2025,03/15/2027,02/20/2025,03/13/2025,AAI,,28,41.953274022,-87.749912576,POINT (-87.74991257595252 41.953274021567665)
1822783-20250316,3008790,318327,1,POTASH-HANCOCK INC.,POTASH GOURMET 44,175 E DELAWARE PL 44,CHICAGO,IL,60611,2,19,2-19,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1822783,RENEW,,01/15/2025,01/16/2025,N,03/16/2025,03/15/2027,01/16/2025,01/17/2025,AAI,,,41.899117397,-87.622955666,POINT (-87.6229556659062 41.89911739691144)
1820102-20250316,3007994,64543,9,GOLD STANDARD ENTERPRISES INC.,BINNY'S,1132 S JEFFERSON ST,CHICAGO,IL,60607,28,28,28-28,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,1820102,RENEW,,01/15/2025,02/20/2025,N,03/16/2025,03/15/2027,02/20/2025,03/13/2025,AAI,,,41.867951229,-87.642361632,POINT (-87.64236163228834 41.86795122941471)
2962108-20250224,2962108,463019,3,SECOND CHANCE INVESTMENT GROUP INC.,TOP SHELF,3401 N PULASKI RD 1ST,CHICAGO,IL,60641,30,8,30-8,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2962108,ISSUE,04/05/2024,08/07/2024,07/09/2024,N,02/24/2025,03/15/2027,02/24/2025,02/24/2025,AAI,,,41.942757823,-87.72714692,POINT (-87.72714692014951 41.94275782274801)
2391645-20250316,3008125,85369,3,"RESIDENCE INN BY MARRIOTT, LLC",RESIDENCE INN CHICAGO DOWNTOWN,11 S LA SALLE ST,CHICAGO,IL,60603,34,9,34-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2391645,RENEW,,01/15/2025,03/14/2025,N,03/16/2025,03/15/2027,03/14/2025,03/14/2025,AAI,,,41.881645391,-87.632209538,POINT (-87.63220953838868 41.881645390827835)
2350480-20250316,3009227,392781,1,HANDI CORP.,NORTH LOOP MARKET,300 N STATE ST LL 1C,CHICAGO,IL,60654,42,27,42-27,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2350480,RENEW,,01/15/2025,03/13/2025,N,03/16/2025,03/15/2027,03/13/2025,03/14/2025,AAI,,,41.887557873,-87.628153065,POINT (-87.62815306467208 41.88755787281287)
33151-20250316,3007519,14647,3,HCD CHICAGO CORPORATION,OMNI CHICAGO HOTEL,674-678 N MICHIGAN AVE 5TH,CHICAGO,IL,60611,42,48,42-48,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,33151,RENEW,,01/15/2025,03/07/2025,N,03/16/2025,03/15/2027,03/07/2025,03/12/2025,AAI,,,41.894754369,-87.624394347,POINT (-87.6243943466027 41.89475436857259)
33160-20250316,3007526,14647,7,HCD CHICAGO CORPORATION,OMNI CHICAGO HOTEL,674-678 N MICHIGAN AVE  3 & 4,CHICAGO,IL,60611,42,48,42-48,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,33160,RENEW,,01/15/2025,03/07/2025,N,03/16/2025,03/15/2027,03/07/2025,03/12/2025,AAI,,,41.894754369,-87.624394347,POINT (-87.6243943466027 41.89475436857259)
1301188-20250316,3008445,253942,1,"BOONE 'S OPPORTUNITY TWO, INC.",7-ELEVEN #33725,201 E OHIO ST,CHICAGO,IL,60611,2,41,2-41,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1301188,RENEW,,01/15/2025,03/06/2025,N,03/16/2025,03/15/2027,03/06/2025,03/06/2025,AAI,,,41.892451801,-87.622566449,POINT (-87.62256644896387 41.89245180138692)
39296-20250316,3008210,86896,2,LASALLE DISCOUNT INC,DELAWARE FOOD AND LIQUOR,200 E DELAWARE PL 1ST,CHICAGO,IL,60611,2,35,2-35,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,39296,RENEW,,01/15/2025,03/04/2025,N,03/16/2025,03/15/2027,03/04/2025,03/05/2025,AAI,,,41.899354739,-87.621791302,POINT (-87.621791301926 41.89935473944382)
2836008-20250416,3014122,457145,1,"ANNABELLA, INC.",CARNICERIA GUANAJUATO,5250-5258 W FULLERTON AVE 1ST,CHICAGO,IL,60639,31,32,31-32,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2836008,RENEW,,02/15/2025,04/10/2025,N,04/16/2025,04/15/2027,04/10/2025,04/10/2025,AAI,,,41.924189146,-87.758229741,POINT (-87.75822974122624 41.92418914583158)
2379039-20250416,3013503,395951,1,"GHM ENTERPRISES, INC.",7-ELEVEN #35978 A,504 N HALSTED ST,CHICAGO,IL,60642,27,11,27-11,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2379039,RENEW,,02/15/2025,03/02/2025,N,04/16/2025,04/15/2027,03/02/2025,03/04/2025,AAI,,,41.891363704,-87.647768473,POINT (-87.64776847291252 41.89136370374472)
1144749-20250416,3012383,215619,1,SAI RAMA INC.,7-ELEVEN,957 W ARMITAGE AVE,CHICAGO,IL,60614,43,9,43-9,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1144749,RENEW,,02/15/2025,04/01/2025,N,04/16/2025,04/15/2027,04/01/2025,04/01/2025,AAI,,,41.917997568,-87.653219377,POINT (-87.65321937695829 41.91799756750801)
2647834-20250416,3014095,456599,1,10516 NN LLC,MORANDS LIQUORS,10516 S WESTERN AVE 1,CHICAGO,IL,60643,19,51,19-51,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2647834,RENEW,,02/15/2025,05/16/2025,N,04/16/2025,04/15/2027,03/17/2025,03/18/2025,AAI,,20,41.702186564,-87.681633538,POINT (-87.68163353848993 41.702186564066714)
1194946-20250416,3012401,220611,1,L. ALI CORPORATION,7-ELEVEN,2619 N CLARK ST,CHICAGO,IL,60614,43,48,43-48,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,1194946,RENEW,,02/15/2025,04/02/2025,N,04/16/2025,04/15/2027,04/02/2025,04/02/2025,AAI,,23,41.93015264,-87.643393276,POINT (-87.64339327641201 41.930152639961186)
10799-20250416,3011894,24875,5,"THE MARKET PLACE, INC.",UN CORK IT,393 E ILLINOIS ST 1,CHICAGO,IL,60611,,,,,1474,Package Goods,774,Retail Sales of Packaged Liquor,10799,RENEW,,02/15/2025,03/31/2025,N,04/16/2025,04/15/2027,03/31/2025,04/01/2025,AAI,,,41.890940429,-87.617712391,POINT (-87.61771239140064 41.89094042948294)
1043150-20250416,3012320,202180,1,"URBAN MARKETS, INC",CARNIVAL GROCERY STORE,458 W DICKENS AVE,CHICAGO,IL,60614,43,19,43-19,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1043150,RENEW,,02/15/2025,02/27/2025,N,04/16/2025,04/15/2027,02/27/2025,02/28/2025,AAI,,,41.920220106,-87.641242921,POINT (-87.64124292121636 41.92022010567366)
2500831-20250416,3013714,411677,1,ESHIKA RETAIL CORPORATION,7-ELEVEN # 38046A,191 W ADAMS ST 1,CHICAGO,IL,60603,42,9,42-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2500831,RENEW,,02/15/2025,04/08/2025,N,04/16/2025,04/15/2027,04/08/2025,04/09/2025,AAI,,,41.879279387,-87.633459393,POINT (-87.63345939326749 41.879279386987506)
2632298-20250416,3014027,432966,1,"WILD VINES, LLC",WINESTYLES,6182 N NORTHWEST HWY 1,CHICAGO,IL,60631,41,22,41-22,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2632298,RENEW,,02/15/2025,04/10/2025,N,04/16/2025,04/15/2027,04/10/2025,04/11/2025,AAI,,,41.994043803,-87.802119884,POINT (-87.80211988374522 41.99404380266163)
2637085-20250416,3014061,454856,1,"KEVIN FOOD AND LIQUOR, LLC",KEVIN FOOD & LIQUOR,2700 W 47TH ST 1,CHICAGO,IL,60632,12,8,12-8,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2637085,RENEW,,02/15/2025,03/24/2025,N,04/16/2025,04/15/2027,03/24/2025,04/03/2025,AAI,,,41.808429081,-87.691827623,POINT (-87.691827623245 41.808429081452026)
34034-20250416,3011581,5413,1,COUNTRY FRESH FINER FOODS INC,COUNTRY FRESH FINER FOODS INC,2583 N CLARK ST 1ST,CHICAGO,IL,60614,43,33,43-33,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,34034,RENEW,,02/15/2025,04/09/2025,N,04/16/2025,04/15/2027,04/09/2025,04/24/2025,AAI,,23,41.92998787,-87.643187037,POINT (-87.64318703707153 41.92998786950527)
2901664-20250616,3024735,496103,1,"CB3415FS, LLC",Foodsmart,3413-3419 W DIVERSEY AVE 1,CHICAGO,IL,60647,35,17,35-17,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2901664,RENEW,,04/15/2025,04/23/2025,N,06/16/2025,04/15/2027,04/23/2025,04/24/2025,AAI,,,41.931853468,-87.71282618,POINT (-87.71282618009485 41.93185346765515)
1873448-20250416,3012396,218946,1,"SHEFFIELD AVENUE CVS, L.L.C.",CVS/PHARMACY #3690,1714 N SHEFFIELD AVE 1,CHICAGO,IL,60614,2,51,2-51,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1873448,RENEW,,02/15/2025,02/20/2025,N,04/16/2025,04/15/2027,02/20/2025,02/21/2025,AAI,,,41.912055209,-87.653298888,POINT (-87.65329888761966 41.91205520929231)
2270804-20250416,3013169,358720,2,GENIE'S DISCOUNT LIQUOR & GROCERY INC.,GENIE'S DISCOUNT FOOD AND LIQUOR,2727 W CERMAK RD 1,CHICAGO,IL,60608,25,29,25-29,10,1474,Package Goods,774,Retail Sales of Packaged Liquor,2270804,RENEW,,02/15/2025,02/15/2025,N,04/16/2025,04/15/2027,02/15/2025,02/18/2025,AAI,,,41.851808728,-87.694068955,POINT (-87.69406895512294 41.85180872766685)
2627302-20250416,3011737,15790,3,THE LUCKY STRIKE CORPORATION,BURNT CITY / DISTRICT BREW YARDS,417-427 N ASHLAND AVE 1,CHICAGO,IL,60622,27,33,27-33,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2627302,RENEW,,02/15/2025,04/14/2025,N,04/16/2025,04/15/2027,04/14/2025,04/15/2025,AAI,,,41.889371627,-87.666949211,POINT (-87.66694921068412 41.88937162689256)
2956638-20250416,3012990,337571,29,KOVAL INC.,KOVAL DISTILLERY,4241 N RAVENSWOOD AVE 1,CHICAGO,IL,60613,47,39,47-39,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2956638,RENEW,,02/15/2025,02/25/2025,N,04/16/2025,04/15/2027,02/25/2025,02/26/2025,AAI,,31,41.959105443,-87.673762277,POINT (-87.67376227707415 41.959105443227436)
2891333-20250416,3014760,490725,2,3500 VIGNAHARTA LLC,LIQUOR MAX,3500 N HARLEM AVE,CHICAGO,IL,60634,38,5,38-5,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2891333,RENEW,,02/15/2025,02/15/2025,N,04/16/2025,04/15/2027,02/15/2025,02/18/2025,AAI,,,41.943533293,-87.807095067,POINT (-87.80709506702468 41.94353329312121)
2493035-20250416,3013700,410656,1,5400 S. HALSTED INC,54 FOOD & LIQUOR,5400-5404 S HALSTED ST 1,CHICAGO,IL,60609,16,32,16-32,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2493035,RENEW,,02/15/2025,04/02/2025,N,04/16/2025,04/15/2027,04/02/2025,04/03/2025,AAI,,,41.795997271,-87.645347674,POINT (-87.64534767387217 41.79599727119474)
13201-20250416,3012010,51363,1,MICHAEL E. THOMAS,7-ELEVEN #26825,3800 N KEDZIE AVE 1ST,CHICAGO,IL,60618,33,17,33-17,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,13201,RENEW,,02/15/2025,04/11/2025,N,04/16/2025,04/15/2027,04/11/2025,04/11/2025,AAI,,,41.950370267,-87.708066968,POINT (-87.7080669684227 41.950370266810324)
2766760-20250416,3014285,472396,1,GO 820 INC.,GO! GROCER,820 S MICHIGAN AVE 1,CHICAGO,IL,60605,4,25,4-25,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2766760,RENEW,,02/15/2025,04/09/2025,N,04/16/2025,04/15/2027,04/09/2025,04/10/2025,AAI,,,41.871576709,-87.624309516,POINT (-87.6243095156687 41.87157670889985)
2368762-20250416,3013473,394150,1,"FINE SPIRITS, INC.",FINE FOOD & LIQUOR,3642 N ASHLAND AVE 1,CHICAGO,IL,60613,47,6,47-6,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2368762,RENEW,,02/15/2025,04/08/2025,N,04/16/2025,04/15/2027,04/08/2025,04/09/2025,AAI,,,41.948268008,-87.669041815,POINT (-87.66904181538277 41.948268007724124)
49575-20250416,3011789,17186,1,"WORLD MARKET, LLC",WORLD MARKET,1623 N SHEFFIELD AVE 1ST,CHICAGO,IL,60614,2,20,2-20,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,49575,RENEW,,02/15/2025,03/05/2025,N,04/16/2025,04/15/2027,03/05/2025,03/06/2025,AAI,,,41.911641196,-87.652990075,POINT (-87.65299007454823 41.91164119638626)
2601331-20250416,3013940,428038,1,SHREE JALA INC.,GOLDSTAR LIQUOR,4800-4804 W ARMITAGE AVE 1,CHICAGO,IL,60639,26,6,26-6,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2601331,RENEW,,02/15/2025,03/10/2025,N,04/16/2025,04/15/2027,03/10/2025,03/11/2025,AAI,,,41.917041992,-87.746176095,POINT (-87.74617609464687 41.91704199201953)
2647294-20250416,3014089,456413,1,"GB LICENSE, LLC",GOPUFF,1347 S ASHLAND AVE 1,CHICAGO,IL,60608,28,5,28-5,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2647294,RENEW,,02/15/2025,03/13/2025,N,04/16/2025,04/15/2027,03/13/2025,03/14/2025,AAI,,,41.863691227,-87.666158506,POINT (-87.66615850597972 41.863691227493106)
1277808-20250416,3012511,253598,1,"JAGAT AMBAY, INC.",EAST GATE LIQUORS,446 W DIVERSEY PKWY,CHICAGO,IL,60614,44,8,44-8,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,1277808,RENEW,,02/15/2025,03/03/2025,N,04/16/2025,04/15/2027,03/03/2025,03/04/2025,AAI,,8,41.932983776,-87.641170485,POINT (-87.64117048527066 41.93298377578833)
2380173-20250416,3013524,396401,1,WEST TOWN WINE &SPIRITS INC.,WEST TOWN WINE & SPIRITS,2501-2503 W NORTH AVE 1,CHICAGO,IL,60647,1,22,1-22,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2380173,RENEW,,02/15/2025,03/14/2025,N,04/16/2025,04/15/2027,03/14/2025,03/17/2025,AAI,,,41.91018382,-87.689727024,POINT (-87.68972702379838 41.91018381958202)
1873312-20250416,3012957,323705,1,UJP INCORPORATED,7-ELEVEN,958 W DIVERSEY PKWY 1ST,CHICAGO,IL,60614,44,29,44-29,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,1873312,RENEW,,02/15/2025,03/17/2025,N,04/16/2025,04/15/2027,03/17/2025,03/17/2025,AAI,,17,41.932748996,-87.653801489,POINT (-87.65380148899577 41.932748996008655)
1248292-20250416,3012440,248256,1,RMR ENTERPRISES INC.,7 ELEVEN,2757 N PINE GROVE AVE,CHICAGO,IL,60614,43,53,43-53,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,1248292,RENEW,,02/15/2025,02/19/2025,N,04/16/2025,04/15/2027,02/19/2025,03/26/2025,AAI,,,41.932648725,-87.641150568,POINT (-87.64115056825374 41.93264872511651)
53046-20250516,3016477,17745,1,"HADDAD FOOD & LIQUOR, INC.",PRESTIGE LIQUORS,345 N CENTRAL AVE  E,CHICAGO,IL,60644,37,1,37-1,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,53046,RENEW,,03/15/2025,05/05/2025,N,05/16/2025,05/15/2027,05/05/2025,05/06/2025,AAI,,,41.887087682,-87.764957251,POINT (-87.76495725072779 41.88708768190208)
46029-20250516,3016753,64366,1,"ASA CONSOLIDATED, INC.",TOM'S FOOD & LIQUOR,5201 W LAKE ST 1ST,CHICAGO,IL,60644,37,11,37-11,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,46029,RENEW,,03/15/2025,03/15/2025,N,05/16/2025,05/15/2027,03/15/2025,03/17/2025,AAI,,,41.887095151,-87.755389249,POINT (-87.7553892485105 41.88709515133673)
2901193-20250616,3024682,494789,2,TEN POINT INC.,7-Eleven #29168B,3559 N PULASKI RD 1,CHICAGO,IL,60641,30,15,30-15,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2901193,RENEW,,04/15/2025,04/15/2025,N,06/16/2025,05/15/2027,04/15/2025,04/16/2025,AAI,,,41.946337789,-87.727252895,POINT (-87.72725289524874 41.94633778860059)
2983009-20250423,2983009,497615,3,ALCOOL MANAGEMENT LLC,Dialtone Cafe,1140 N WELLS ST 1,CHICAGO,IL,60610,27,28,27-28,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2983009,ISSUE,07/17/2024,07/18/2024,07/18/2024,Y,04/23/2025,05/15/2027,04/23/2025,04/23/2025,AAI,,,41.903311131,-87.634605802,POINT (-87.63460580229923 41.903311130583)
1958-20250516,3016808,86498,1,EAST BANK CLUB CORPORATION,EAST BANK CLUB,500 N KINGSBURY ST  1ST F,CHICAGO,IL,60610,42,67,42-67,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1958,RENEW,,03/15/2025,04/28/2025,N,05/16/2025,05/15/2027,04/28/2025,04/29/2025,AAI,,,41.890684302,-87.639395283,POINT (-87.63939528336996 41.89068430238799)
56693-20250516,3016506,18784,1,"LAKE AND CICERO , INC.",ICE HOUSE LIQUORS,356 N CICERO AVE 1,CHICAGO,IL,60644,28,27,28-27,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,56693,RENEW,,03/15/2025,04/15/2025,N,05/16/2025,05/15/2027,04/15/2025,04/15/2025,AAI,,,41.886851263,-87.74565352,POINT (-87.74565351960071 41.88685126291917)
16688-20250516,3016335,6915,1,MADISON-LOTUS CORPORATION,PRESTIGE FOOD & LIQUORS,5439 W MADISON ST,CHICAGO,IL,60644,29,10,29-10,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,16688,RENEW,,03/15/2025,05/14/2025,N,05/16/2025,05/15/2027,05/14/2025,05/15/2025,AAI,,,41.880176953,-87.761807771,POINT (-87.76180777121401 41.880176953282295)
1000-20250516,3016592,24139,1,600 SOUTH CICERO INC,BELMONTE LIQUORS,600 S CICERO AVE 1ST,CHICAGO,IL,60644,29,46,29-46,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,1000,RENEW,,03/15/2025,04/02/2025,N,05/16/2025,05/15/2027,04/02/2025,04/02/2025,AAI,,,41.873094833,-87.745143869,POINT (-87.74514386884542 41.873094832519136)
2653029-20250516,3018975,457045,1,MITAL & SHIRIN INC.,7 -ELEVEN #38183B,135 W MADISON ST 1,CHICAGO,IL,60602,34,9,34-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2653029,RENEW,,03/15/2025,04/23/2025,N,05/16/2025,05/15/2027,04/23/2025,05/15/2025,AAI,,,41.881856744,-87.631896162,POINT (-87.63189616155178 41.88185674363783)
2951515-20250424,2951515,504132,1,Wolf & Company Chicago LLC,Wolf & Company Chicago,1752 N WESTERN AVE 1-2,CHICAGO,IL,60647,1,27,1-27,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2951515,ISSUE,01/18/2024,03/18/2025,01/18/2024,Y,04/24/2025,05/15/2027,04/24/2025,04/24/2025,AAI,,33,41.913660057,-87.687455389,POINT (-87.68745538922336 41.91366005743875)
